Подразделение БР,Код вида расходов,Наименование вида расходов,Направление расходов,Вид объекта,Дата проведения (день),Дата проведения (месяц),Дата проведения (год),Конечный остаток
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,16,4,2021,44506.67
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,14,5,2021,27816.66
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,10,6,2021,6861.45
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,8,7,2021,3894.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,10,8,2021,2596.22
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,10,9,2021,2596.22
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,8,10,2021,1298.11
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,11,11,2021,26407.28
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,9,12,2021,45209.51
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,15,3,2021,40797.78
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,8,4,2021,50070.0
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,16,4,2021,25962.22
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,14,5,2021,16690.0
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,10,6,2021,370.89
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,8,7,2021,445.07
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,10,8,2021,241.08
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,10,9,2021,222.53
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,8,10,2021,333.8
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,11,11,2021,15503.15
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",гараж,9,12,2021,26529.68
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,15,3,2021,11126.67
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,8,4,2021,11126.65
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,16,4,2021,5563.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,14,5,2021,3708.89
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,11,11,2021,3779.36
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,9,12,2021,6464.59
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,15,3,2021,556.34
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,8,4,2021,556.34
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,16,4,2021,370.89
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,14,5,2021,185.44
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,11,11,2021,198.43
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,9,12,2021,339.36
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,19,1,2021,246717.81
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,2,2,2021,254396.68
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,1,3,2021,210210.86
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,2,4,2021,175056.98
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,12,5,2021,107986.8
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,1,6,2021,54490.39
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,4,10,2021,25790.07
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,9,11,2021,127876.28
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,2,12,2021,206253.04
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,19,1,2021,871.49
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,2,2,2021,712.94
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,1,3,2021,712.94
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,2,4,2021,712.94
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,12,5,2021,712.94
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,1,6,2021,712.94
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,2,7,2021,712.94
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,4,8,2021,748.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Тында, ул. Красная Пресня, 22",Здание,6,9,2021,-5897.46
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Зея, пер. Жуковский,15",гараж,2,2,2021,74480.83
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Зея, пер. Жуковский,15",гараж,3,3,2021,70849.9
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Зея, пер. Жуковский,15",гараж,5,4,2021,46550.52
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Зея, пер. Жуковский,15",гараж,13,5,2021,27930.31
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Зея, пер. Жуковский,15",гараж,4,6,2021,9310.1
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.020000,Оплата всех видов отопления зданий и сооружений (кроме электро- и газового снабжения),"г. Зея, пер. Жуковский,15",гараж,7,10,2021,14257.69
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында. ул. Красная Пресня, 22",Здание,2,9,2021,748.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында. ул. Красная Пресня, 22",Здание,6,9,2021,5897.46
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында. ул. Красная Пресня, 22",Здание,4,10,2021,748.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында. ул. Красная Пресня, 22",Здание,9,11,2021,748.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында. ул. Красная Пресня, 22",Здание,2,12,2021,748.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында. ул. Красная Пресня, 22",Здание,12,1,2022,748.33
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында, ул. Красная Пресня, 22",Здание,12,1,2022,679.75
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Тында, ул. Красная Пресня, 22",Здание,12,1,2022,345.24
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,20,1,2021,593.54
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,3,3,2021,802.08
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,26,3,2021,748.61
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,26,4,2021,802.08
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,26,4,2021,401.03
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,24,5,2021,775.34
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,24,5,2021,387.66
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,25,6,2021,855.55
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,25,6,2021,427.77
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,27,7,2021,360.67
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,28,7,2021,721.34
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,25,8,2021,799.03
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,25,8,2021,399.51
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,29,9,2021,388.42
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,29,9,2021,776.83
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,26,10,2021,402.29
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,26,10,2021,804.58
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,25,11,2021,804.58
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,25,11,2021,402.29
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,22,12,2021,943.31
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",пристройка к зданию,22,12,2021,471.65
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,24,5,2021,26.74
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,25,6,2021,80.21
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,25,6,2021,40.1
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,27,7,2021,27.74
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,28,7,2021,55.49
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,25,8,2021,27.74
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,25,8,2021,13.87
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,26,10,2021,13.87
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, пер. Святителя Иннокентия, 17",помещение,26,10,2021,27.74
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,20,1,2021,2.67
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,3,3,2021,3.48
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,26,3,2021,2.66
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,26,4,2021,2.66
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,26,4,2021,1.34
Отделение по Амурской области Дальневосточного главного управления Центрального банка Российской Федерации,134.1000.030000,"Оплата услуг водоснабжения, водоотведения","г. Благовещенск, ул. Б. Хмельницкого, 52/2,",КПП,24,5,2021,2.66
